Actuals,cnnlstmtrans_pred,dlinear_pred,linear_pred,rnn_pred,xgboost_pred,EnsemblePrediction
0.0348851098904442,0.0002513700455892,-5.15636157989502,-0.0004533561586868,0.0136142615228891,0.0028385503683239,-5.15636157989502
-0.0229727865660504,-6.294328341027722e-05,3.593430995941162,0.000330841197865,0.0021201083436608,-0.0007194217178039,-6.294328341027722e-05
0.0055893887826212,0.004048035480082,1.969334363937378,0.0011214328696951,-0.006412545684725,-0.0116231758147478,0.004048035480082
0.0220650687008247,-0.000535003375262,0.2115973830223083,-6.627546099480242e-05,-0.0058067888021469,0.0066325799562036,-0.000535003375262
0.0130897152883055,-0.0003554185095708,-0.5679503083229065,-0.0002842984104063,0.0041483342647552,0.0031580845825374,0.0031580845825374
-0.0089319093816092,0.0021669976413249,-10.227753639221191,0.0011268428061157,-0.0117829106748104,-0.0059620342217385,-0.0059620342217385
-0.0043129817318545,-0.0055092778056859,7.771388053894043,-0.0007778204744681,-0.0138176474720239,-0.0048334654420614,-0.0048334654420614
0.0046878517747708,-0.001426544971764,0.4276260733604431,0.0005018343799747,0.0022596009075641,-0.0008783522062003,-0.0008783522062003
-0.0177843944633419,-0.000743344600778,-5.355284214019775,0.0022171600721776,-0.0116189196705818,-0.0026977253146469,-0.0026977253146469
-0.0047439410532981,0.0010140013182535,-2.8338325023651123,-0.0007175089558586,-0.0023268358781933,0.0021649673581123,0.0021649673581123
0.0103419646948129,0.0001709563657641,10.613330841064451,0.0007113708998076,0.0057499334216117,0.0008934511570259,0.0057499334216117
0.013159509616922,-0.0019948272965848,-7.8059773445129395,0.0016535171307623,0.002728359773755,0.0034921711776405,0.002728359773755
-0.004597926078971,-0.0009040594450198,-8.15594482421875,-0.0003204045060556,-0.0129357408732175,-0.0018520763842388,-0.0129357408732175
-0.000493777490094,0.0011770573910325,15.386605262756348,-0.0009001197176985,-0.0318547897040843,-0.0001876190799521,-0.0318547897040843
-0.0022099485809701,-0.0006347220041789,3.3625645637512207,0.0002908845199272,-0.0116410180926322,9.228266208083369e-06,-0.0116410180926322
0.0164855108582616,0.0029386123642325,-10.183819770812988,-0.0013188531156629,-0.0066048391163349,-0.0010260477429255,-0.0066048391163349
0.0267724795976582,0.0005556055693887,-8.19156265258789,-0.0007094223401509,0.0148757956922054,-0.0001180743347504,0.0005556055693887
-0.0038264721495478,-0.0004091788723599,5.536245822906494,0.0005043462733738,0.0059268474578857,0.0014308096142485,-0.0004091788723599
0.0043196079512812,0.0009328107116743,-1.1643526554107666,-0.000486480013933,0.0090783797204494,-0.0019622780382633,0.0009328107116743
-0.0010230745512522,0.0030506879556924,-0.8200313448905945,0.0002275638398714,-0.0039054281078279,-0.0013139562215656,0.0030506879556924
-0.0039713707107866,-0.0017755280714482,-5.962604522705078,-0.0003646387776825,0.0020741187036037,0.0030392184853553,-0.0017755280714482
-0.0006364950777971,-0.0025336947292089,-6.507568836212158,-0.0031026140786707,-0.0063904030248522,-0.0046878694556653,-0.0025336947292089
0.0063347269487747,0.0011304103536531,1.852964878082276,-0.0009458315907977,-0.0109649579972028,0.0003787117602769,0.0011304103536531
0.0048358981160308,0.001030548242852,3.5553364753723145,-0.002450134139508,-0.0054172072559595,0.003138079540804,0.001030548242852
0.0058363502449725,0.0004728636122308,-0.3143474757671356,-0.001190046663396,-0.0034193471074104,0.0001604436547495,0.0004728636122308
