,Actuals,Predictions
0,0.0064841609443152,-0.005161495879292488
1,-0.0012088790213419,-0.008114633150398731
2,-0.0052146532858348,-0.011879929341375828
3,0.0044583097567355,-0.0005933986976742744
4,-0.0016936775156788,0.0021931049413979053
5,0.0049343609433748,0.0008969358168542385
6,0.0053172500472054,0.008341520093381405
7,-0.0186585216987424,0.0018450641073286533
8,0.0052600410445913,-0.0043164934031665325
9,0.0,-0.0008934648940339684
10,-0.0080586742105355,0.011596601456403732
11,0.0028763840621,-0.0013635106151923537
12,0.0036130967936143,-0.009182346984744072
13,-0.0014508855992063,0.00132721196860075
14,0.0071042016328097,-0.00542282173410058
15,-0.0007322170863066,-0.00018199594342149794
16,-0.0030469224948387,0.011347339488565922
17,-0.0064398391208267,0.007441363763064146
18,-0.0044626112754183,0.0007510975701734424
19,0.0208908373711538,0.0009804758010432124
20,0.0029614740999286,-0.00355253042653203
21,-0.0068407389542928,-0.0008693506242707372
22,-0.0060554313427074,-0.0032529751770198345
23,0.0239263429232171,-0.002514275722205639
24,-0.0052849900905235,0.002915763296186924
25,-0.0035228833350627,-0.0007136405911296606
26,-0.0056483568216288,0.006882574409246445
27,-0.0118720896962076,-0.003085886826738715
28,-0.0037128144929786,0.00034220729139633477
29,-0.0090267800512708,0.005330272018909454
30,0.0036764145584932,-0.00434714974835515
31,-0.0087202051147116,-0.0034196367487311363
32,0.0010947127951935,-0.0010928962146863341
33,-0.0040170642108962,-0.009245502762496471
34,0.0042424057469223,-0.0007388570811599493
35,0.0008486868571197,0.007622547913342714
36,0.0144381805198836,0.0014288926031440496
37,-0.0076533156503918,0.005630055442452431
38,0.0124938345258701,0.0037091593258082867
39,0.0091822545898492,-0.004687374923378229
40,-0.0069061157204039,0.00026243014144711196
41,0.0052213548681302,-0.0004926660330966115
42,-0.0018737525392396,-0.00870523601770401
43,-0.0083436879636662,-0.00570292491465807
44,-0.0049334178199993,-0.003351964522153139
45,0.0031909931948762,-0.010164475999772549
46,-0.0019687912971388,0.008978224359452724
47,0.0066192805026609,0.002997404895722866
48,-0.0103768251878038,-0.00606300076469779
49,-0.0051514556020325,0.00907765980809927
50,-0.0065910034604654,0.0003475063422229141
51,-0.0044902319215527,0.0016224170103669167
52,0.005316607419632,-0.0010453196009621024
53,-0.0033992809270423,0.0009345668368041515
54,-0.0071445425624676,-0.007546729873865843
55,-0.0051951229022043,-0.0019246831070631742
56,0.0047010534468705,0.0002700065670069307
57,-0.0096910404941075,0.012506606057286263
58,0.0053957382422479,-0.00650769891217351
59,-0.0089513186107948,-0.0012654701713472605
60,0.0021606086958432,-0.0028516205493360758
61,0.0057470755128306,-6.665594992227852e-05
62,-0.0038513339550217,-0.0006357701495289803
63,-0.0008383196984937,0.0004513372841756791
64,-0.0047727185005495,-0.0026812651194632053
65,0.0042367567066358,0.0004067223344463855
66,0.0073322554160495,0.0007549381116405129
67,-0.0125245163616032,-0.003995928913354874
68,-0.0114513571374245,0.010298988781869411
69,-0.0090572574623675,-0.00838068313896656
70,-0.0030762203804678,0.0001397825253661722
71,-0.0113636250748783,0.0009274005424231291
72,0.0039827100427118,0.00129288574680686
73,0.0046932008696954,-0.006567671429365873
74,-0.0092962256404564,0.0015017143450677395
75,-0.0016353158351865,0.0011172951199114323
76,-0.0030413164431796,0.00630198884755373
77,-0.00093231363863,0.007000055629760027
78,0.0065941656492963,-0.003174914512783289
79,0.0027825839277628,0.005332847125828266
80,0.0010462257777579,-0.0012753726914525032
81,-0.0058363489049453,-0.0017760740593075752
82,0.0007027121166996,-0.002142006764188409
83,-0.0028229299299042,0.0052133300341665745
84,-0.0025731136924342,-0.0077068498358130455
85,-0.0031568370900794,0.0003812975191976875
86,0.0047852901569681,-0.00033089148928411305
87,0.0091506194139454,-0.0005682730115950108
88,-0.004619751221363,-0.0024103738833218813
89,-0.0082459294766769,-0.00018252033623866737
90,-0.0113530102175307,0.003678416833281517
91,0.0029877558821607,-0.005255492869764566
92,0.006242063370626,0.00020640416187234223
93,0.0008128157523427,0.0022468839306384325
94,0.0034851654899661,-0.002496509114280343
95,-0.0017521495714224,-4.974359762854874e-05
96,-0.0015140607092226,0.007420937065035105
97,-0.0005795898576993,0.0013098486233502626
98,-0.0003460946914372,0.004497920628637075
99,-0.0013806114715831,0.0024678967893123627
100,0.0057129801094388,-0.004878917708992958
101,0.0045987757006337,-0.003600018797442317
102,-0.0058993887129436,-0.0025501742493361235
103,-0.0057510925461151,-0.0015019847778603435
104,-0.0012614749335009,0.003004329279065132
105,0.0033279884961966,-0.0017340016784146428
106,-0.0030988669915324,-0.00575369643047452
107,0.0001145457657515,-0.0007934983586892486
108,-0.0068728345148552,0.0016537965275347233
109,0.003300340348955,0.0014443513937294483
